x,y,label
-0.501614696993855,0.15215063912222393,0
-1.1993420903451555,0.8827635395143478,0
0.40369303996805167,-0.18470704764350962,0
-0.19729407832806536,0.19216235917919636,0
-0.1692832388349401,-0.14287730897810208,0
0.4554108762041928,0.3255281547581523,0
-0.040558067649738565,-0.05406012524612443,0
0.1017724184644029,-0.38833933038391794,0
-0.25535408844192303,0.3467501839653292,0
-0.08252456435714502,-0.8692634381786326,0
-0.30185756655397145,0.41528396672073076,0
-0.14690852420018663,-0.09406688862887765,0
0.4059331261487412,1.1539848811494193,0
-0.4510601209068486,0.852680857481889,0
-0.7779283842357897,0.11066556548425102,0
-0.7396754144922956,0.8547372051018614,0
0.5274192125645593,0.7195552743426642,0
-0.5600603423978556,0.4329506128492747,0
-0.32825285164988427,-0.28927587030899027,0
0.3203621780459085,0.5544852582122878,0
0.12928669609264587,-0.3971739160799439,0
-0.5222922270772632,0.9134662929935942,0
0.37564437695877184,0.4551959149533184,0
1.3809591549886666,-0.5159970352459303,0
1.618743243608511,1.9928092799871826,0
1.0235743310244034,0.5231081014633024,0
-0.41983786765579406,0.6289679368428832,0
-0.2799830986883906,-0.013693161775514896,0
-0.1836860697262587,0.17950982613962976,0
0.8146518768214719,-0.3513822109073819,0
-0.6232241058666678,-0.6343254195433767,0
-0.6123923521417295,-0.9051089990119051,0
-0.5773902060774154,0.8179329935535102,0
-0.37524343653454323,0.16260916055846333,0
-0.7696313207514606,0.1072964477707569,0
-1.1009668571841102,-0.4419320329021807,0
1.4258956166475365,-0.36870240606623184,0
0.7083352606878579,0.2878014988076493,0
-0.09675670112825707,-0.41242856661121097,0
0.813912968252716,-0.11218715019062235,0
0.9660280610466182,-0.45478551048934907,0
0.03626435977677641,0.2944074978954736,0
0.2360072157663184,-0.7803245916003269,0
-0.41999014875096036,-0.12394877011255422,0
-0.5399268508754465,0.42837801209649373,0
0.37189598419228515,-1.237768889702147,0
-1.1417429241031383,-0.8105317840758852,0
0.07416143852476179,1.2858912142019474,0
-0.24182345230719343,0.15852532688076967,0
-0.6723708789461678,-0.6620773558941296,0
-1.2378595588505077,-0.01792647627454867,0
0.5990724310857812,-0.22560594531103131,0
0.8831944798749188,0.12513439617635377,0
-0.02302927919446497,0.32714008589997134,0
0.3082446401979138,0.7259364887564667,0
-0.5072004109831202,-1.4470893480714535,0
0.07257218436387061,-0.38685733579100684,0
-0.017188375143559455,1.052595755902388,0
-0.6974984005886714,0.48370030645192746,0
0.5982191610322765,0.2913951831079978,0
5.707406672892489,-0.08989375875298883,1
4.568975417104546,0.857110418637832,1
5.455557733547977,1.079352347623113,1
5.134263717879976,1.2268314765783013,1
4.821596778905549,-0.4706110405935771,1
3.7116316677846983,-0.49658733890273393,1
5.517667070413978,-0.7265022527805951,1
4.713899726205361,1.5323206778304284,1
5.535560778326463,1.3327180909552703,1
4.37288100918374,-1.3558247795263778,1
5.959043512340286,-0.6961531463778743,1
5.057505095411231,0.33730181532599174,1
4.399865214673284,1.1819713713369102,1
5.9798870913762165,0.5487639185932902,1
4.981348469043954,0.3210752840249962,1
4.30688691516453,0.04880280395733097,1
4.933634450976855,-0.3389993812641688,1
5.537090640985204,-0.7021860493702969,1
4.713232660108103,-1.224845036812932,1
5.314215611430702,0.6696649402422,1
5.3929397921084865,2.0455600180271025,1
5.5943760509072655,-0.39576722234443634,1
6.684570738707605,-0.3820601934896403,1
5.498842071323442,0.6699951773001174,1
4.443614310124847,1.0824959595169033,1
5.22426475904583,0.561103389398433,1
4.572628928337529,1.0238576825949508,1
4.455495022764396,-0.9252391629880972,1
5.901329442238957,-0.06988698197798271,1
5.027429651501731,1.416058272100211,1
5.7187802402648895,0.6001603805387536,1
5.676672919896812,-0.26011689590038284,1
5.476295044377008,0.9019858684058437,1
5.477770984625323,0.07089392468208272,1
2.6299273746054554,0.5524690562432739,1
5.072654242704937,-0.03372622574338516,1
5.492112780249702,0.36804531954417696,1
5.128992937000091,-0.7383053193859439,1
4.0770433778193595,0.4343475602916482,1
5.048102741720262,0.2877474450980372,1
5.105153908017398,0.4602278873686445,1
5.022809928554517,0.2997830529848316,1
5.161980940565181,0.7878102075377149,1
